id,sentence1,sentence2,label,AI_Prediction,Confidence_Score(%),Result_Text
4586,according to music journalist paul lester palmer rose from the northern clubs in england to become elegant and sophisticated and become a master of different styles ,according to music journalist paul lester palmer rose from several clubs in england to become northern and the master of elegant and demanding styles ,0,0,58.27474483279922,Khác nhau
4587,henri kontinen and frederik nielsen won the final against jordan kerr and ken skupski with 6 2 6 4 ,jordan kerr and ken skupski won the final against henri kontinen and frederik nielsen with 6 2 6 4 ,0,0,94.59960720029306,Khác nhau
4588,she was born in a jewish family in iowa city iowa and grew up in new york city and studied film at new york university ,she was born in new york city to a jewish family she grew up in iowa city iowa and studied film at new york university ,0,1,59.7010376109528,Đạo văn/Trùng lặp
4589,manager steve cotterill left the club at the end of the season and was replaced by craig short ,steve cotterill left the club at the end of the season and was replaced by craig short ,1,0,66.73526370079146,Khác nhau
4590,lou is the informal guardian of a little girl named lucy doughty whom he left in his car outside the prison ,doughty is the informal guardian of a little girl named lou lucy whom he left outside of the prison in his car ,0,0,68.72614397443151,Khác nhau
4591,in 1985 havelsan was separated from the foreign shareholders and incorporated as a national company with a share of 98 owned by the turkish armed forces foundation ,in 1985 havelsan was separated from foreign shareholders and established as a national company with a share of 98 owned by the foundation of the turkish forces ,1,0,56.71653575907767,Khác nhau
4592,in 1942 the japanese armed forces occupied the philippines and entered abra ,in 1942 the japanese armed forces entered the philippines and occupied abra ,0,1,55.49351888047773,Đạo văn/Trùng lặp
4593,he was born on october 23 1806 in new york east broadway ,he was born on october 23 1806 in east broadway new york ,1,1,91.32330200513165,Đạo văn/Trùng lặp
4594,in 2006 the álvarez won the south america games against hamilton ventura ,álvarez won the 2006 south america games against hamilton ventura ,1,1,54.27752854505283,Đạo văn/Trùng lặp
4595,allegany county maryland united states is a city in midland along the georges creek valley ,allegany county maryland united states is a town in midland along the georges creek valley ,1,1,87.22967333453784,Đạo văn/Trùng lặp
4596,although huggins hoped to be selected as ned hanlon s successor as cincinnati s manager after the 1907 season the reds instead went with john ganzel ,although huggins hoped to be elected as cincinnati s manager after the 1907 season as the successor of ned hanlon the reds went with john ganzel instead ,1,0,71.2288347503787,Khác nhau
4597,fenton was selected allsouthern by john heisman end john seip was selected such by grantland rice ,fenton was selected by john seip allsouthern and john heisman was selected by grantland rice ,0,0,62.11994523072728,Khác nhau
4598,the brothels moved gradually to possession street and in 1903 to shek tong tsui ,the brothels gradually moved to possession street and relocated to shek tong tsui in 1903 ,1,1,72.5240181819533,Đạo văn/Trùng lặp
4599,he covered london but nunzio and funaki broke up the count ,he covered london but nunzio and funaki broke off the count ,1,1,78.71943812334062,Đạo văn/Trùng lặp
4600,the film was conducted by john taylor and produced by stuart legg ,the film was directed by john taylor and produced by stuart legg ,1,0,51.28146895312546,Khác nhau
4601,according to the united states census bureau ardmore has a total area of of which is land and or 367 is water ,according to the united states census bureau ardmore is a total surface area of which is land and or 367 has water ,1,1,72.29137009008983,Đạo văn/Trùng lặp
4602,the province of al madinah is a village in mafraq in western saudi arabia ,mafraq is a village in the province of al madinah in western saudi arabia ,0,1,59.76577681874239,Đạo văn/Trùng lặp
4603,quinn david sneddon and paul macdonald sang in this vote but quinn won the public s support ,in this vote quinn david sneddon and paul macdonald sang but quinn won the support of the public ,1,1,71.31511549726865,Đạo văn/Trùng lặp
4604,it was registered to the mncc in 1988 when the association was renamed under the companies act ,it was renamed mncc in 1988 when the association was registered according to the companies act ,0,0,69.06278744940822,Khác nhau
4605,diligence for to seik law in edinburgh was the neirest way ,diligence for the law in edinburgh to neirest was the seik way ,0,0,75.75010208449213,Khác nhau
4606,christopher llewellyn born christopher griffiths is an actor known for his role as logan in the film where were we from the year 2002 ,christopher llewellyn born christopher griffiths is an actor best known for his role as logan in the 2002 film where were we ,1,1,60.16578180807557,Đạo văn/Trùng lặp
4607,he had many imitations including his son alonzo martínez who died in 1668 and his students included juan de mesa ,he had many imitators including his son juan de mesa who died in 1668 and alonzo martínez was among his students ,0,0,70.13833509569312,Khác nhau
4608,birthe neumann won the prize as best supporting actor at the 55th bodil awards and tommy kenter was nominated for the best supporting actress ,at the 55th bodil awards birthe neumann won the best supporting actor award and tommy kenter was nominated for best supporting actress ,1,1,83.54186168683363,Đạo văn/Trùng lặp
4609,the next segment of a4 will connect štip a3 junction via radoviš and strumica to the border with bulgaria near novo selo ,the next a4 segment will connect štip a3 junction via radoviš and strumica with the border to bulgaria near novo selo ,1,0,70.75993358759213,Khác nhau
4610,in retirement peck continued to live in montpelier died on may 8 2008 at the old nursing home in woodridge berlin vermont ,in retirement peck continued to reside in montpelier he died at the woodridge nursing home in berlin vermont on may 8 2008 ,1,0,78.01061522532675,Khác nhau
4611,she was born in dorchester in 1740 in 1762 married sarah bradlee and moved to medford ,she was born in dorchester in 1740 married john fulton in 1762 and moved to medford ,0,0,94.79688275482586,Khác nhau
4612,soon thereafter li huaiguang made a surprise attack on li jianhui and yang li jianhui barely escaped with his life while yang was killed ,soon after li huaiguang made a surprise attack on li jianhui and yang li jianhui escaped little with his life while yang was killed ,1,0,68.80774666850601,Khác nhau
4613,on september 8 2014 harris announced on his twitter site that david burtka and he were married in italy at the weekend ,on september 8 2014 david burtka announced on his twitter site that harris and he were married in italy at the weekend ,0,0,57.72398019339142,Khác nhau
4614,special guests at the event were kenji kamiyama shinichiro watanabe go nakanishi fumiaki nishihara and hachiojip ,kenji kamiyama shinichiro watanabe go nakanishi fumiaki nishihara and hachiojip were special guests for the event ,1,1,84.30149779796507,Đạo văn/Trùng lặp
4615,on 21 july 2014 chrisantus signed a threeyear contract with sivasspor side turkish süper lig after his two successful years at las palmas in spain ,on july 21 2014 after his two successful years at las palmas in spain chrisantus signed a threeyear contract with the turkish super lig club sivasspor ,0,0,72.84841408044448,Khác nhau
4616,a provisional government or a revolutionary government has been declared several times by insurgent groups in the philippines ,a provisional government or revolutionary government has been declared a number of times in the philippines by insurgent groups ,1,1,60.12366509549688,Đạo văn/Trùng lặp
4617,the music of the film was composed by v manohar and lyrics written by k kalyan ,the music of the film was composed by v manohar and the texts written by k kalyan ,1,0,52.80398774849746,Khác nhau
4618,the first recorded use of was vale as color name in english rose in 1923 ,the first recorded use of rose vale as a color name in english was in 1923 ,0,0,58.72570164298965,Khác nhau
4619,the new railway was used to transport ore from libreville to the port of owendo near moanda ,the new railway was used to carry ore from libreville to the port of owendo near moanda ,1,0,66.42692943440048,Khác nhau
4620,william duell was played by mcnair in the game and movie 1776 ,mcnair was played in the play and movie 1776 by william duell ,0,1,61.99633696327231,Đạo văn/Trùng lặp
4621,the village lies 11 miles east of wrexham and only 10 miles south of chester in wales ,the village is 11 miles east of wrexham and only 10 miles south of chester in wales ,1,1,50.684025932469744,Đạo văn/Trùng lặp
4622,a royal descent is a genealogical descent of a past or present monarch ,a royal descent is a genealogical line of descent from a past or present monarch ,1,1,58.28574292369303,Đạo văn/Trùng lặp
4623,on july 21 1919 the army was dissolved and transformed into the crimean rifle division which in six days was renamed again into the 58th rifle division ,on july 21 1919 the army was renamed the crimean rifle division which was dissolved in six days and turned into the 58th rifle division again ,0,1,51.65859098737538,Đạo văn/Trùng lặp
4624,in 1162 or 1163 henry took his third wife agnes the daughter of count aubrey of essex lord of rayleigh ,in 1162 or 1163 henry took as his third wife agnes the daughter of earl aubrey of essex lord of rayleigh ,0,0,53.687638529778866,Khác nhau
4625,the river juruá rondônia is a river of the state of rondônia in western brazil ,the juruá river rondônia is a river of rondônia state in western brazil ,1,1,86.71192319380872,Đạo văn/Trùng lặp
4626,in april 2015 jeff hughell had to get out of the hatefest tour in europe and victor brandt from entombed had to perform as a temporary bassist ,in april 2015 victor brandt had to step out from the hatefest tour in europe and jeff hughell of entombed had to fill in as a temporary bassist ,0,0,86.14220805246235,Khác nhau
4627,the tour reached 12 july 2008 in shanghai and on november 22 2008 in bangkok thailand ,the tour reached bangkok in thailand on 12 july 2008 and on november 22 2008 in shanghai ,0,0,68.20669110482282,Khác nhau
4628,an awardwinning office building of nonda katsalidis was named next door in 1991 and built the argus centre ,in 1991 an awardwinning office building designed by nonda katsalidis was built next door and named the argus centre ,0,0,62.60050530093224,Khác nhau
4629,columbia is a hamlet located on ny 51 in the town of cedarville in herkimer county new york ,cedarville is a hamlet on ny 51 in the city of columbia in herkimer county new york ,0,0,95.68673238544761,Khác nhau
4630,sanchez is a survivor of an attack by denise foster when she was 17 years old near the railway tracks in buffalo new york ,sanchez is a survivor of an attack by denise foster when she was 17 years old near railroad tracks in buffalo new york ,1,1,62.65892248297028,Đạo văn/Trùng lặp
4631,his grandfather hristo tatarchev was the brother of mihail tatarchev one of the founders of imro ,his grandfather hristo tatarchev was brother of mihail tatarchev one of the founders of the imro ,1,0,63.21954542484789,Khác nhau
4632,in 1950 small produced a package of 26 films that he sold to show on american television through his peerless television productions ,in 1950 small sold a package of 26 films he produced to show on american television through his peerless television productions ,0,1,60.16830217567052,Đạo văn/Trùng lặp
4633,william cook and son of st james who had built the church of st john the baptist in 1871 were also the builders of waimate north ,the builders of st james were also william william cook and the son of waimate north who in 1871 built the church of st john the baptist ,0,1,51.09676850729724,Đạo văn/Trùng lặp
4634,sir gerald clayton beadle 1899 1976 was a bbc television advertiser and administrator and later director of bbc radio ,sir gerald clayton beadle 1899 1976 was a bbc radio announcer and administrator and later director of bbc television ,0,0,72.47504314647524,Khác nhau
4635, gemini was released in two formats a limited edition with an exclusive dvd and a regular edition with an exclusive bonus track , gemini has been released in two formats a regular edition with an exclusive dvd and a limited edition with an exclusive bonus track ,0,1,60.95890896247854,Đạo văn/Trùng lặp
4636,moyano however retained his reelection as cgt head and secured the support of 134 unions including most of the bigger ones ,moyano secured his reelection as cgt head however and retained the support of 134 unions including most of the larger ones ,1,0,74.92769237342752,Khác nhau
4637,the shrub is usually between high and has leaves bipinnate ,the shrub is usually between high and has bipinnate leaves ,1,0,72.25038043086694,Khác nhau
4638,in 1855 he moved to sonoma county and settled down in california ,he moved to california in 1855 and settled at sonoma county ,0,0,72.63410852714772,Khác nhau
4639,its kit consists of an orange shirt black shorts and orange socks ,the kit consists of an orange t shirt orange shorts and black socks ,0,0,60.18401861855378,Khác nhau
4640,notable alumni include bible group robert griffin iii charles tillman juline smith vontez duff tj hollowell blaine fox and josh boyce ,remarkable alumni include bible group robert griffin iii charles tillman juline smith vontez duff tj hollowell blaine fox and josh boyce ,1,1,85.97394675491716,Đạo văn/Trùng lặp
4641,the gauriganj musafirkhana and amethi tehsils are now in amethi district ,the gauriganj musafirkhana and amethi tehsils are now in the amethi district ,1,1,79.76618144241081,Đạo văn/Trùng lặp
4642,in 2002 crla was awarded the domestic human rights award by global exchange and international ngo based in san francisco ,crla was awarded the domestic human rights award by global exchange and an international ngo in san francisco in 2002 ,1,0,50.257078468468976,Khác nhau
4643,the syndal railway station is on the glen waverley line in victoria australia ,glen waverley station is located on the syndal line in victoria australia ,0,0,80.96911740898955,Khác nhau
4644,troilite is a rare iron sulphide mineral with the simple formula of fes ,troilite is a rare iron sulfide mineral with the simple formula of fes ,1,1,70.39986972007497,Đạo văn/Trùng lặp
4645,the saxion is the chiral superpartner of the axion and part of a scalar superfield ,the saxion is the scalar superpartner of the axion and is part of a chiral superfield ,0,0,70.97706923211196,Khác nhau
4646,eoacmaea albonotata is a species of sea snail a true limpet a true gastropod mollusk in the eoacmaeidae family one of the families of the marine limpets ,eoacmaea albonotata is a species of sea snail a true limpet a marine gastropod mollusk in the family eoacmaeidae one of the families of true limpets ,0,0,67.98230258479796,Khác nhau
4647,according to the research active and complex programs that strengthen behavioral skills are effective ,according to the study behavioral programs are effective that strengthen active and complex skills ,0,1,56.12460515657689,Đạo văn/Trùng lặp
4648,laudium is a very wealthy area which is unusual for a township with relatively large mansions visible from the r55 road ,laudium is a relatively wealthy area which is unusual for a community with very large mansions visible from the r55 street ,0,0,64.19992640280955,Khác nhau
4649,the ellipse titan is a singlewing french highplace hang glider designed and produced by la société ellipse of étuz introduced in 2002 ,the ellipse titan is a singlewing french hang glider designed and produced in 2002 by la société ellipse from étuz ,1,0,50.76125864723979,Khác nhau
4650,in 1611 antonio pérez died in paris and was buried in a monastery but his mortal remains were lost during the desecrations of the french revolution ,in 1611 antonio pérez died in paris and was interred in a convent but his remains were lost during the desecrations of the french revolution ,1,0,68.50463315941042,Khác nhau
4651,on 28 may 2011 a leadership was chosen to replace darrell pasloski and dennis fentie was elected after only one election ,on may 28 2011 a leadership election was held to replace darrell pasloski dennis fentie was chosen after only one ballot ,1,1,55.48709388936829,Đạo văn/Trùng lặp
4652,a revolutionary government or provisional government has been declared a number of times in the philippines by insurgent groups ,a provisional government or a revolutionary government has been declared several times by insurgent groups in the philippines ,1,0,65.17290278428855,Khác nhau
4653,the park has over 35 million lights and the crystal pedestrian bridge boasts over 75000 lights alone ,the park has over 35 million lights and the crystalclear pedestrian bridge boasts alone 75000 lights ,1,1,58.825577086327066,Đạo văn/Trùng lặp
4654,four bells were consecrated between 1777 and 1860 and in 1861 three new bells were mentioned ,between 1777 and 1860 bells were mentioned four times and in 1861 three new ones inaugurated ,0,0,94.57973800207147,Khác nhau
4655,the new railway was used to carry ore from moanda to the port of owendo near libreville ,the new railway was used to transport ore from libreville to the port of owendo near moanda ,0,0,92.12702775521697,Khác nhau
4656,they were presented in articles in the milford daily news the wall street journal the boston globe and the boston herald ,they were featured in articles in the wall street journal the milford daily news the boston globe and the boston herald ,1,1,70.01053582185448,Đạo văn/Trùng lặp
4657,it was written by the famous lyricist vairamuthu composed by the famous music director dhina who captures the theme of history with simple and effective words ,it was composed by famous lyricist vairamuthu written by the famous music director dhina it captures the theme of the story with simple and effective words ,0,1,71.96498050778747,Đạo văn/Trùng lặp
4658,cafcass is represented on the local family justice board and chairs 10 out of 42 national family justice boards ,cafcass is represented in the local family justice board and has 10 out of 42 national family justice boards as chairs ,1,0,52.376343927444104,Khác nhau
4659,sankara kumar is a 2001 telugu film directed by debutant soori ,soori is a 2001 telugu movie directed by debutant sankara kumar ,0,0,91.27160448979177,Khác nhau
4660,luciano williames dias born july 25 1970 is a brazilian football coach and former player ,luciano williames dias born july 25 1970 is a former brazilian football trainer and player ,0,0,51.458624997710956,Khác nhau
4661,the second fortress was built in stone in 1280 by alexander the son of dmitry alexandrovich ,the second fortress was built in stone by dmitry alexandrovich s son alexander in 1280 ,1,1,62.01971578753008,Đạo văn/Trùng lặp
4662,christopher llewellyn born christopher griffiths is an actor who became known for his role as a logan in the film where were we 2002 ,christopher griffiths born christopher llewellyn is an actor known for his role as logan in the film where were we from the year 2002 ,0,1,58.154381143068015,Đạo văn/Trùng lặp
4663,there were several competing organisations on the irish side of radical republican politics during this period ,during this period there have been several competing organisations on the radical republican side of irish politics ,0,0,62.41736707896075,Khác nhau
4664,the chinese ambassador to lusaka is the official representative of the government in beijing with the government of zambia ,the chinese ambassador to beijing is the official representative of the government in lusaka with the government of zambia ,0,0,69.01861700898094,Khác nhau
4665,it showed philip nolan as robert ryan beau bridges as frederick ingham peter strauss as arthur danforth and cliff robertson as l cmdr ,it featured philip nolan as robert ryan beau bridges as frederick ingham peter strauss as arthur danforth and cliff robertson as lt cmdr ,1,1,61.384092827433975,Đạo văn/Trùng lặp
4666,after selling his house on 30 harare ride to the canadian embassy he bought bromley farm outside marondera zimbabwe ,after selling his house on 30 marondera drive to the canadian embassy he bought bromley farm just outside harare zimbabwe ,0,0,53.641564775178075,Khác nhau
4667,his father emigrated to america in 1868 but returned when his wife became ill and before the rest of the family could also go to missouri ,his father emigrated to america in 1868 but returned when his wife became ill and before the rest of the family could go to missouri ,1,0,72.8145946552294,Khác nhau
4668,according to the bureau of meteorology the lowest temperature ever recorded in toowoomba was on 12 february 2017 while the highest was 12 july 1965 ,according to the bureau of meteorology the highest temperature ever recorded in toowoomba was on 12 february 2017 while the lowest was july 12 1965 ,0,0,57.01579467907592,Khác nhau
4669,it is a place of scholastic research where eminent translators and linguists from all over india commingle to share their knowledge ,it is a place of outstanding research where scholastic translators and linguists from all over india meet to share their knowledge ,0,1,54.416493994168476,Đạo văn/Trùng lặp
4670,it was first admitted in 1954 by lorraine copeland followed by a kuschke and j ,it was first admitted in 1954 by a kuschke followed by lorraine copeland and j ,0,0,72.8611544267165,Khác nhau
4671,in march 2008 rufus wainwright opened for day at the napa valley opera house ,in march 2008 rufus wainwright opened its doors for the day at napa valley opera house ,1,0,64.96104796360457,Khác nhau
4672,laotian prime minister bouasone bouphavanh confirmed his presence at the opening ceremony after cambodian prime minister hun sen s visit to cambodia in late november ,cambodian prime minister hun sen confirmed his presence at the opening ceremony following the visit of laotian prime minister bouasone bouphavanh to cambodia in late november ,0,0,91.39743906554712,Khác nhau
4673,in april gerry sont brett macklin began playing a love interest in roo ,in april gerry sont began playing brett macklin a love interest for roo ,0,0,91.61437673040315,Khác nhau
4674,these trees were harvested immediately in order to be built into ships ,these trees were immediately harvested to be built into ships ,1,0,52.6918255158388,Khác nhau
4675,in december 2010 torchmark united investors life sold to protective life corporation birmingham alabama ,in december 2010 united investors life torchmark sold to birmingham alabama protective life corporation ,0,1,52.575078727059854,Đạo văn/Trùng lặp
4676,this species is distributed in the indian ocean along south africa and in the pacific ocean along hawaii and tahiti ,this species is distributed along hawaii and the indian ocean in the pacific ocean along south africa and tahiti ,0,0,51.05914403763663,Khác nhau
4677,they defeated the seattle seahawks in the wild card round before losing to the tampa bay buccaneers in the divisional round ,they beat the tampa bay buccaneers in the wild card round before losing against the seattle seahawks in the divisional round ,0,0,79.21542550442066,Khác nhau
4678,a large layer of rock spreads north of the volcano and below pasos blancos a magnetic magnetite body has been modelled ,a magnetic layer of rock spreads north from the volcano and a large magnetite body has been modelled beneath pasos blancos ,0,0,56.97649672661124,Khác nhau
4679,crain mentioned the song for the miner which was written on this album for jason molina shortly before his death ,crain wrote the song for the miner on this album which was mentioned shortly before his death for jason molina ,0,0,58.88757665470563,Khác nhau
4680,he was born in dunedin and died at a private wanganui hospital ,he was born in wanganui and died in a dunedin private hospital ,0,0,81.78594926387808,Khác nhau
4681,both electromagnetic and eddy current brakes use electromagnetic force but electromagnetic brakes ultimately depend on friction and eddy current brakes directly use magnetic force ,both electromagnetic brakes and eddy current brakes use electromagnetic force but electromagnetic brakes ultimately depend on friction and eddy current brakes use magnetic force directly ,1,0,50.9015704174564,Khác nhau
4682,the roman catholic diocese of carabayllo is a diocese in the city of carabayllo in the church province of lima in peru ,the roman catholic diocese of carabayllo is a diocese located in the city of carabayllo in the ecclesiastical province of peru in lima ,0,1,66.44194648535118,Đạo văn/Trùng lặp
4683,the altar frieze is a work of the sculptor elmar hillebrand and his student ronald hughes ,the altar frieze is the work of the sculptor ronald hughes and his student elmar hillebrand ,0,0,66.81432378680144,Khác nhau
4684,dnb was subordinated to the german news agency leta during the latvian occupation by nazi germany ,during the occupation of latvia by nazi germany leta was subordinated to the german dnb news agency ,0,0,58.96120891987424,Khác nhau
4685,william cook and son of st james who had built the church of st john the baptist in 1871 were also the builders of waimate north ,the builders of waimate north were also william william cook and the son of st james who built the church of st john the baptist in 1871 ,1,1,70.65774549886576,Đạo văn/Trùng lặp
4686,zhao xi heard that li had some influence over the gengshi family and invited zhao to help him persuade the lis to surrender ,zhao xi heard that li had some influence over the gengshi family so he invited zhao to help him persuade the lis to surrender ,1,1,55.140855557782196,Đạo văn/Trùng lặp
4687,the show would be pronounced as up late nw redesigned up late northwest in september 2015 ,the show would be reconstructed in september 2015 as up late nw pronounced up late northwest ,0,0,73.58056302726385,Khác nhau
4688,in 2015 municipal elections for konnagar municipality congress won 11 seats cpi m 4 seats and trinamool congress 5 seats ,in the 2015 municipal elections for konnagar municipality trinamool congress won 11 seats cpi m 4 seats and congress 5 seats ,0,0,64.0878413112671,Khác nhau
4689,band members include peter hicks lead vocals sitar chris hale acoustics guitar sitar and travis mcafee bass ,the band members include peter hicks lead vocals sitar chris hale acoustic guitar sitar and travis mcafee bass ,1,1,57.03097925486224,Đạo văn/Trùng lặp
4690,pierre barbizet 20 september 1922 in arica chile 19 january 1990 in marseille was a french pianist ,pierre barbizet was a french pianist september 20 1922 january 19 1990 in arica chile ,0,0,82.3551718482303,Khác nhau
4691,born in albury she grew up in melbourne and went to sydney in the 1930s to study nursing ,she was born in sydney grew up in albury and went to melbourne in the 1930s to study nursing there ,0,0,66.74975664230041,Khác nhau
4692,the first effective air pump built for scientific purposes in england was manufactured by robert boyle in 1658 for robert hooke ,the first effective air pump constructed in england for scientific purposes was made in 1658 by robert boyle for robert hooke ,1,0,80.47799818618594,Khác nhau
4693,larka is the recipient of the latvian military order of lāčplēsis 2nd class ,larka is recipient of the 2nd order of lāčplēsis latvian military class ,0,0,88.70244236626567,Khác nhau
4694,in 2006 falconbridge was taken over by the swiss mining company xstrata ,falconbridge ltd was taken over by swiss mining company xstrata in 2006 ,1,1,58.072605454189215,Đạo văn/Trùng lặp
4695,the two above controls are active they are either boolean or not ,the two controls above are boolean they are either active or nonexistent ,0,0,87.70987150952627,Khác nhau
4696,after hasan buzurg had fled muhammad khan was captured and executed by the chupanids ,after hasan buzurg fled muhammad khan was captured by the chupanids and executed ,1,0,57.7310261265138,Khác nhau
4697,the ierul rece river is a tributary of the ierul morii river in romania ,the ierul rece river is a tributary of the river ierul morii in romania ,1,1,64.82984916885098,Đạo văn/Trùng lặp
4698,in the final group theory the extended ternary golay code is sometimes referred to as a ternary golay code ,in ternary group theory the extended ternary golay code is sometimes referred to as the finite golay code ,0,1,53.48743744191404,Đạo văn/Trùng lặp
4699,ectoedemia heinrichi is a moth of the nepticulidae family it is found in virginia ohio and kentucky in the united states ,ectoedemia heinrichi is a moth of the family of nepticulidae which is found in virginia ohio and kentucky in the united states ,1,1,55.218628471219645,Đạo văn/Trùng lặp
4700,the general election took place between the first contest on 29 july and the last contest on 1 september 1830 ,the general election took place between the first contest on 29 july and the last competition on 1 september 1830 ,1,1,63.74673139182645,Đạo văn/Trùng lặp
4701,on a smaller scale ohio hosts minor league baseball arena football indoor football midlevel hockey and lower division soccer ,on a smaller scale ohio hosts minor league baseball arena football indoor soccer mid level hockey and lower division football ,1,1,83.37637985890342,Đạo văn/Trùng lặp
4702,at the same time a neapolitan garrison would betray them to the first man who would bribe it ,at the same time a neapolitan garrison would bribe it for the first man who would betray him ,0,1,58.15519677390858,Đạo văn/Trùng lặp
4703,it is released on transparent yellow vinyl and was pressed by cosmic records in 1995 ,it is pressed on transparent yellow vinyl and was published in 1995 by cosmic records ,0,0,75.63989736750678,Khác nhau
4704,the film was released in argentina on 6 august 1992 and was later published in spain ,the film was released on august 6 1992 in spain and was released later in argentina ,0,0,63.43617380653597,Khác nhau
4705,the nra has referred to the nagr leader dudley brown as al sharpton of the gun movement ,the nra has referred to the leader of the nagr al sharpton as the dudley brown of the gun movement ,0,0,66.51680442751754,Khác nhau
4706,according to ethnic statistics at the end of 1989 12500 people were selfnominated soviet veps ,according to soviet statistics 12500 people were selfdesignated ethnic veps at the end of 1989 ,0,0,65.34178370412967,Khác nhau
4707,when achilles fails hector s will approaches him and he is chased around the city by achilles ,when achilles approaches hector s will fails him and he is driven around by achilles in the city ,0,0,72.0538369649499,Khác nhau
4708,the ecclesiastical province of milwaukee includes the state of wisconsin and encompasses these suffragan dioceses ,the ecclesiastical province of milwaukee comprises the state of wisconsin and includes these suffragan dioceses ,1,1,68.08956324482133,Đạo văn/Trùng lặp
4709,they do not follow the pattern of caldera growth and destruction that do other shield volcanoes caldera may disappear but they generally do not form ,they do not follow the pattern of caldera growth and destruction that other shield do volcanoes caldera may form but they generally do not disappear ,0,1,53.7860465714309,Đạo văn/Trùng lặp
4710,on march 8 he and donovan morgan beat lex lovett osamu nishimura at an ewe show ,on 8 march he and osamu nishimura donovan morgan lex lovett beat him at an ewe show ,0,1,72.93822199410342,Đạo văn/Trùng lặp
4711,there is also an aoc requirement that at least 20 of rosé from wine produced by the maceration method saignee must be mixed ,there is also an aoc requirement that at least 20 of the rosé must be blended from wine produced by the saignee method of maceration ,1,1,72.24365872986228,Đạo văn/Trùng lặp
4712,they believed in universal education and social reform and were generally accepted as members of the community and as local members of the large families ,they believed in universal education and social reform and were generally accepted as members of the community and as local members of extended families ,1,1,54.01430217943395,Đạo văn/Trùng lặp
4713,tiley lives with his wife alex and his children shea nikki and ella in owen sound in ontario ,tiley lives with his wife nikki and children shea alex and ella in owen sound ontario ,0,1,56.491161251739264,Đạo văn/Trùng lặp
4714,the initial segment of the fulton mall which exists today is fulton street between adams street and flatbush avenue ,the initial segment of fulton mall as it exists today is the fulton street between adams street and flatbush avenue ,1,1,55.5947483742847,Đạo văn/Trùng lặp
4715,there are a number of festivals and traditions in catalonia spain ,there are quite a number of festivals and traditions in spain catalonia ,1,1,87.16361809799326,Đạo văn/Trùng lặp
4716,he was born in dunedin and died in a wanganui private hospital ,he was born in wanganui and died at a private hospital in dunedin ,0,0,64.66790338025945,Khác nhau
4717,tiley lives with his wife alex and his children shea nikki and ella in owen sound in ontario ,tiley lives in owen sound with his wife nikki and the children shea alex and ella in ontario ,0,0,58.43658753071016,Khác nhau
4718,teliana santos pereira born july 20 1988 in aguas belas is a brazilian professional player ,teliana santos pereira born 20 july 1988 in águas belas is a brazilian professional tennis player ,1,1,51.05830230222419,Đạo văn/Trùng lặp
4719,he was appointed knight of the bath in february 1547 and was elected the same year as member of parliament for peterborough ,he was elected knight of the bath in february 1547 and made member of parliament for peterborough the same year ,0,0,63.353738638806064,Khác nhau
4720,she was born in iowa city iowa to a jewish family she grew up in new york city and studied film at new york university ,she was born in new york city in a jewish family grew up at iowa city iowa and studied film at new york university ,0,0,59.44092459468673,Khác nhau
4721,dupleix replaced charles godeheu who had died in france in poverty ,charles godeheu replaced dupleix who died in poverty back in france ,0,0,53.67026251305798,Khác nhau
4722,in certain regions copies of windows 7 were only activated in and could only be sold in a designated region ,in certain regions windows 7 copies were only activated in and could only be sold in a specific region ,1,0,55.595986977256075,Khác nhau
4723,austrolestes leda is a large to medium sized damselfly the male is light blue and black , austrolestes leda is a mediumsized to large damselfly the male is light blue and black ,0,0,80.24160943371511,Khác nhau
4724,he was created a doctor of the sorbonne and afterwards elected prior of st edmund s in 1689 ,he was created a doctor of the sorbonne and then prior of st edmund elected in 1689 ,1,0,52.445600733843946,Khác nhau
4725,kumar starts to take advice from premji by paying large amounts of money ,kumar starts to take advises from premji by paying large amounts of money ,1,0,69.66801686291868,Khác nhau
4726,it was written by jeff wolverton directed by eric armstrong and produced by jacquie barnbrook ,it was directed by jeff wolverton eric armstrong and produced by jacquie barnbrook ,0,0,74.72310789733258,Khác nhau
4727,the cover photo for the forget to remember single appears to have been taken during the filming of the happy video ,the cover photo for the single forget to remember seems to have been recorded during the filming of the video happy ,1,1,54.34739617919494,Đạo văn/Trùng lặp
4728,he is best known as one of the founders and first president of national teachers association now known as the national education association ,he is best known as one of the founders and the first president of the national education association now known as the national teachers association ,0,1,51.45096977019833,Đạo văn/Trùng lặp
4729,jakhar was born on 23 august 1923 in the village of panchkosi of the district of fazilka in punjab now in abohar ,jakhar was born in panchkosi village of fazilka district in punjab now in abohar on 23 august 1923 ,1,1,63.58825031292446,Đạo văn/Trùng lặp
4730,the potez x was a french colonial transport aircraft designed and built by potez in the 1920s ,the potez x was a french 1920s generalpurpose colonial transport aircraft designed and built by potez ,1,0,69.59043156817648,Khác nhau
4731,around 1652 howard lady elizabeth dormer daughter of edward somerset 2nd marquess of worcester and anne somerset married at least three children ,about 1652 howard married lady elizabeth dormer daughter of edward somerset 2nd marquess of worcester and anne somerset they had at least three children ,0,0,77.72095981890703,Khác nhau
